time	run_dir	agent	models	turns	input	cache_read	cache_write	output	usd	duration_ms	wall_s	is_error
2026-09-17T17:04:51	runs/020-revise	slide-writer	claude-fable-5-1,claude-haiku-4-5-20251001	27	162	200428	52866	11045	1.662465	131178	132	False
